,ticker,SIC,Four Digit SIC Codes,Four Digit SIC Code Descriptions,SIC Two Digit,Two Digit SIC Codes,Two Digit SIC Code Descriptions
2262,GORO,1041,1041.0,GOLD ORES,10,10.0,METAL MINING
2263,OSG,4449,4449.0,WATER TRANSPORTATION OF FREIGHT,44,44.0,WATER TRANSPORTATION
2264,QCOM,3577,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2265,DAWN,0,,,0,,
2266,MF,0,,,0,,
2267,WLDS,0,,,0,,
2268,CCOI,4899,4899.0,"COMMUNICATION SERVICES, NEC",48,48.0,COMMUNICATIONS
2269,SOND,0,,,0,,
2270,OABIW,0,,,0,,
2271,TLRY,0,,,0,,
2272,XRX,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
2273,HARP,0,,,0,,
2274,ADBE,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
2275,AEHR,3825,3825.0,INSTRUMENTS TO MEASURE ELECTRICITY,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
2276,NBHC,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2277,QTRX,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2278,ZTEK,0,,,0,,
2279,FTXN,0,,,0,,
2280,AJRD,3764,3764.0,SPACE PROPULSION UNITS AND PARTS,37,37.0,TRANSPORTATION EQUIPMENT
2281,AEO,5651,5651.0,FAMILY CLOTHING STORES,56,56.0,APPAREL AND ACCESSORY STORES
2282,OCSL,6162,6162.0,MORTGAGE BANKERS AND CORRESPONDENTS,61,61.0,NONDEPOSITORY CREDIT INSTITUTIONS
2283,BFST,0,,,0,,
2284,HITI,0,,,0,,
2285,LIDR,0,,,0,,
2286,PIK,0,,,0,,
2287,FSBC,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
2288,VSTM,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2289,OMAB,0,,,0,,
2290,ESML,0,,,0,,
2291,NVEC,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2292,MNST,2086,2086.0,BOTTLED AND CANNED SOFT DRINKS,20,20.0,FOOD AND KINDRED PRODUCTS
2293,JRVR,0,,,0,,
2294,LFVN,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2295,FTRI,0,,,0,,
2296,KHC,2099,2099.0,"FOOD PREPARATIONS, NEC",20,20.0,FOOD AND KINDRED PRODUCTS
2297,GLBS,0,,,0,,
2298,MSFT,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
2299,STIX,0,,,0,,
2300,INFL,0,,,0,,
2301,IBUY,0,,,0,,
2302,CEE,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2303,ONCT,0,,,0,,
2304,GRID,0,,,0,,
2305,LUCD,0,,,0,,
2306,KLIC,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2307,ALGT,4512,4512.0,"AIR TRANSPORTATION, SCHEDULED",45,45.0,TRANSPORTATION BY AIR
2308,AGIO,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2309,RVLP,0,,,0,,
2310,PTC,7373,7373.0,COMPUTER INTEGRATED SYSTEMS DESIGN,73,73.0,BUSINESS SERVICES
2311,INO,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2312,MGAM,0,,,0,,
2313,FCRD,0,,,0,,
2314,PYCR,0,,,0,,
2315,HOPE,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2316,LNC,6311,6311.0,LIFE INSURANCE,63,63.0,INSURANCE CARRIERS
2317,OMER,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2318,GAINN,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2319,KSS,5311,5311.0,DEPARTMENT STORES,53,53.0,GENERAL MERCHANDISE STORES
2320,NTG,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2321,XRT,0,,,0,,
2322,TRGP,4922,4922.0,NATURAL GAS TRANSMISSION,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
2323,PLRX,0,,,0,,
2324,BEKE,0,,,0,,
2325,SHLS,0,,,0,,
2326,BHK,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2327,BLW,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2328,GMRE,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2329,SQFT,0,,,0,,
2330,TOKE,0,,,0,,
2331,MAT,3944,3944.0,"GAMES, TOYS, AND CHILDREN'S VEHICLES",39,39.0,MISCELLANEOUS MANUFACTURING INDUSTRIES
2332,CYRX,3086,3086.0,PLASTICS FOAM PRODUCTS,30,30.0,RUBBER AND MISCELLANEOUS PLASTIC PRODUCTS
2333,ROST,5651,5651.0,FAMILY CLOTHING STORES,56,56.0,APPAREL AND ACCESSORY STORES
2334,EFV,0,,,0,,
2335,TSLI,0,,,0,,
2336,VORBW,0,,,0,,
2337,NEP,4911,4911.0,ELECTRIC SERVICES,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
2338,VERA,0,,,0,,
2339,FRCpN,0,,,0,,
2340,SPPI,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2341,VSEC,8711,8711.0,ENGINEERING SERVICES,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
2342,DOX,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
2343,CTEC,0,,,0,,
2344,MGEE,4939,4939.0,"COMBINATION UTILITIES, NEC",49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
2345,VGSH,0,,,0,,
2346,BBU,0,,,0,,
2347,SIMO,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2348,ICPT,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2349,PRG,0,,,0,,
2350,ILMN,8071,8071.0,MEDICAL LABORATORIES,80,80.0,HEALTH SERVICES
2351,DUOT,0,,,0,,
2352,TDSpV,0,,,0,,
2353,SPEM,0,,,0,,
2354,PXQ,0,,,0,,
2355,TCDA,0,,,0,,
2356,PZZA,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
2357,EBON,0,,,0,,
2358,JBHT,4213,4213.0,"TRUCKING, EXCEPT LOCAL",42,42.0,MOTOR FREIGHT TRANSPORTATION
2359,FBRX,0,,,0,,
2360,CGSD,0,,,0,,
2361,SCYX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2362,FSR,0,,,0,,
2363,PYN,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
2364,FYLD,0,,,0,,
2365,BTCY,0,,,0,,
2366,BACpS,0,,,0,,
2367,FTEV,0,,,0,,
2368,TCOA,0,,,0,,
2369,ZS,0,,,0,,
2370,MD,8093,8093.0,"SPECIALTY OUTPATIENT CLINICS, NEC",80,80.0,HEALTH SERVICES
2371,PPI,0,,,0,,
2372,RDNT,8071,8071.0,MEDICAL LABORATORIES,80,80.0,HEALTH SERVICES
2373,SGMO,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2374,CpJ,0,,,0,,
2375,DADA,0,,,0,,
2376,IHDG,0,,,0,,
2377,LIFW,0,,,0,,
2378,TROW,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
2379,RLTY,0,,,0,,
2380,PIN,0,,,0,,
2381,SCSC,5045,5045.0,"COMPUTERS, PERIPHERALS, AND SOFTWARE",50,50.0,WHOLESALE TRADE - DURABLE GOODS
2382,JACK,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
2383,UMBF,6029,6029.0,"COMMERCIAL BANKS, NEC",60,60.0,DEPOSITORY INSTITUTIONS
2384,ZTS,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2385,BMLpH,0,,,0,,
2386,LITE,3577,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2387,HQY,8099,8099.0,"HEALTH AND ALLIED SERVICES, NEC",80,80.0,HEALTH SERVICES
2388,VIVE,3845,3845.0,ELECTROMEDICAL EQUIPMENT,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
2389,PRTH,0,,,0,,
2390,GDV,0,,,0,,
2391,THRN,0,,,0,,
2392,CHAU,0,,,0,,
2393,UNH,6324,6324.0,HOSPITAL AND MEDICAL SERVICE PLANS,63,63.0,INSURANCE CARRIERS
2394,ABCM,0,,,0,,
2395,AFMD,0,,,0,,
2396,TKNO,0,,,0,,
2397,RAIN,0,,,0,,
2398,BDTX,0,,,0,,
2399,DK,2911,2911.0,PETROLEUM REFINING,29,29.0,PETROLEUM REFINING AND RELATED INDUSTRIES
2400,LGIH,1531,1531.0,OPERATIVE BUILDERS,15,15.0,BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS
2401,BFIIW,0,,,0,,
2402,KNX,4213,4213.0,"TRUCKING, EXCEPT LOCAL",42,42.0,MOTOR FREIGHT TRANSPORTATION
2403,PRFX,0,,,0,,
2404,NVOS,0,,,0,,
2405,MTVR,0,,,0,,
2406,MACA,0,,,0,,
2407,MOTS,0,,,0,,
2408,AAMpB,0,,,0,,
2409,IEI,0,,,0,,
2410,RELX,0,,,0,,
2411,WW,0,,,0,,
2412,ENOB,0,,,0,,
2413,RCMT,8711,8711.0,ENGINEERING SERVICES,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
2414,JRI,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2415,EMSG,0,,,0,,
2416,SOBR,0,,,0,,
2417,OPEN,0,,,0,,
2418,CBRL,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
2419,NCPL,0,,,0,,
2420,RXT,0,,,0,,
2421,NVVEW,0,,,0,,
2422,RPAR,0,,,0,,
2423,PIPR,0,,,0,,
2424,DCFC,0,,,0,,
2425,GURU,0,,,0,,
2426,MGU,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2427,RVNU,0,,,0,,
2428,MYO,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
2429,INVH,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2430,FTGC,0,,,0,,
2431,GLRE,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
2432,JMOM,0,,,0,,
2433,AMCI,0,,,0,,
2434,EWQ,0,,,0,,
2435,FTCH,0,,,0,,
2436,GPMTpA,0,,,0,,
2437,IFF,2869,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2438,SPR,3728,3728.0,"AIRCRAFT PARTS AND EQUIPMENT, NEC",37,37.0,TRANSPORTATION EQUIPMENT
2439,NEOV,0,,,0,,
2440,CRGY,0,,,0,,
2441,SCWO,0,,,0,,
2442,TARK,0,,,0,,
2443,HERO,0,,,0,,
2444,CMI,4930,,,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
2445,NTSX,0,,,0,,
2446,SWAR,0,,,0,,
2447,AUST,0,,,0,,
2448,GEM,0,,,0,,
2449,HOUS,0,,,0,,
2450,COMM,3663,3663.0,RADIO AND T.V. COMMUNICATIONS EQUIPMENT,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2451,TWOpC,0,,,0,,
2452,ARGX,0,,,0,,
2453,SAY,0,,,0,,
2454,UTRS,0,,,0,,
2455,XLY,0,,,0,,
2456,SWTX,0,,,0,,
2457,IXP,0,,,0,,
2458,JOF,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2459,DCP,4922,4922.0,NATURAL GAS TRANSMISSION,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
2460,DBEF,0,,,0,,
2461,SCHQ,0,,,0,,
2462,ENZL,0,,,0,,
2463,SNCY,0,,,0,,
2464,AVSC,0,,,0,,
2465,PAR,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
2466,SRVR,0,,,0,,
2467,DINT,0,,,0,,
2468,ACEL,0,,,0,,
2469,NCR,3578,3578.0,CALCULATING AND ACCOUNTING EQUIPMENT,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2470,CHMIpA,0,,,0,,
2471,BELFB,3677,3677.0,ELECTRONIC COILS AND TRANSFORMERS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2472,FNI,0,,,0,,
2473,EQTY,0,,,0,,
2474,MGM,7011,7011.0,HOTELS AND MOTELS,70,70.0,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES"
2475,DRIO,2833,2833.0,MEDICINALS AND BOTANICALS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2476,VICI,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2477,CMU,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
2478,VDC,0,,,0,,
2479,THFF,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2480,CGEN,0,,,0,,
2481,TROX,2816,2816.0,INORGANIC PIGMENTS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2482,BTG,0,,,0,,
2483,MTNB,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2484,MICT,3483,3483.0,"AMMUNITION, EXCEPT FOR SMALL ARMS, NEC",34,34.0,"FABRICATED METAL PRDCTS, EXCEPT MACHINERY & TRANSPORT EQPMNT"
2485,ZROZ,0,,,0,,
2486,NSSC,7382,7382.0,SECURITY SYSTEMS SERVICES,73,73.0,BUSINESS SERVICES
2487,USMC,0,,,0,,
2488,JELD,2514,2514.0,METAL HOUSEHOLD FURNITURE,25,25.0,FURNITURE AND FIXTURES
2489,FENC,3741,,,37,37.0,TRANSPORTATION EQUIPMENT
2490,QRTEP,0,,,0,,
2491,MMC,6411,6411.0,"INSURANCE AGENTS, BROKERS, AND SERVICE",64,64.0,"INSURANCE AGENTS, BROKERS AND SERVICE"
2492,WRBpF,0,,,0,,
2493,NWS,4833,4833.0,TELEVISION BROADCASTING STATIONS,48,48.0,COMMUNICATIONS
2494,CYCC,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2495,MTH,1531,1531.0,OPERATIVE BUILDERS,15,15.0,BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS
2496,NTST,0,,,0,,
2497,IPGP,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2498,IBOC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2499,CRGE,0,,,0,,
2500,PCH,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2501,HLGN,0,,,0,,
2502,PAGS,0,,,0,,
2503,GWW,5063,5063.0,ELECTRICAL APPARATUS AND EQUIPMENT,50,50.0,WHOLESALE TRADE - DURABLE GOODS
2504,ZYXI,0,,,0,,
2505,AKTX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2506,CVEO,7799,,,77,,
2507,IIIN,3496,3496.0,MISCELLANEOUS FABRICATED WIRE PRODUCTS,34,34.0,"FABRICATED METAL PRDCTS, EXCEPT MACHINERY & TRANSPORT EQPMNT"
2508,VRSN,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
2509,PHM,1522,1522.0,"RESIDENTIAL CONSTRUCTION, NEC",15,15.0,BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS
2510,IX,0,,,0,,
2511,CLPR,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2512,INDP,0,,,0,,
2513,OVBC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2514,LVOX,0,,,0,,
2515,BANR,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2516,ABR,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2517,TRS,3559,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2518,PARAP,0,,,0,,
2519,CFRpB,0,,,0,,
2520,FIVN,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
2521,BKLN,0,,,0,,
2522,IVVD,0,,,0,,
2523,BWAY,0,,,0,,
2524,CCK,3411,3411.0,METAL CANS,34,34.0,"FABRICATED METAL PRDCTS, EXCEPT MACHINERY & TRANSPORT EQPMNT"
2525,LVLU,0,,,0,,
2526,DNMR,0,,,0,,
2527,TNC,3599,3599.0,"INDUSTRIAL MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2528,CHSCP,5159,5159.0,"FARM-PRODUCT RAW MATERIALS, NEC",51,51.0,WHOLESALE TRADE - NONDURABLE GOODS
2529,WHR,3632,3632.0,HOUSEHOLD REFRIGERATORS AND FREEZERS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2530,BBY,5731,5731.0,"RADIO, TELEVISION, AND ELECTRONIC STORES",57,57.0,"HOME FURNITURE, FURNISHINGS AND EQUIPMENT STORES"
2531,ATXI,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2532,SNAX,0,,,0,,
2533,IFBD,0,,,0,,
2534,EBTC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2535,FARO,3829,3829.0,"MEASURING AND CONTROLLING DEVICES, NEC",38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
2536,PAHC,0,,,0,,
2537,UBFO,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2538,WIRE,3351,3351.0,COPPER ROLLING AND DRAWING,33,33.0,PRIMARY METAL INDUSTRIES
2539,THTX,0,,,0,,
2540,BEPH,0,,,0,,
2541,CTOS,0,,,0,,
2542,NLS,3949,3949.0,"SPORTING AND ATHLETIC GOODS, NEC",39,39.0,MISCELLANEOUS MANUFACTURING INDUSTRIES
2543,ERIE,6411,6411.0,"INSURANCE AGENTS, BROKERS, AND SERVICE",64,64.0,"INSURANCE AGENTS, BROKERS AND SERVICE"
2544,ATHpD,0,,,0,,
2545,VTC,0,,,0,,
2546,STGW,0,,,0,,
2547,SATS,3663,3663.0,RADIO AND T.V. COMMUNICATIONS EQUIPMENT,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2548,SSYS,3577,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2549,AXL,3714,3714.0,MOTOR VEHICLE PARTS AND ACCESSORIES,37,37.0,TRANSPORTATION EQUIPMENT
2550,SF,6211,6211.0,SECURITY BROKERS AND DEALERS,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
2551,KWEB,0,,,0,,
2552,AMD,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2553,VIAV,3663,3663.0,RADIO AND T.V. COMMUNICATIONS EQUIPMENT,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2554,AMWD,2434,2434.0,WOOD KITCHEN CABINETS,24,24.0,"LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE"
2555,RVSB,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
2556,UL,2841,2841.0,SOAP AND OTHER DETERGENTS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2557,GMBLW,0,,,0,,
2558,COMB,0,,,0,,
2559,ARVL,0,,,0,,
2560,ECAT,0,,,0,,
2561,IVOG,0,,,0,,
2562,CUBE,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
2563,GRPH,0,,,0,,
2564,MIRO,0,,,0,,
2565,TK,0,,,0,,
2566,PLPC,3357,3357.0,NONFERROUS WIREDRAWING AND INSULATING,33,33.0,PRIMARY METAL INDUSTRIES
2567,PFBC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2568,AIG,6311,6311.0,LIFE INSURANCE,63,63.0,INSURANCE CARRIERS
2569,MRAM,3572,3572.0,COMPUTER STORAGE DEVICES,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
2570,ASXC,0,,,0,,
2571,EPP,0,,,0,,
2572,IBDR,0,,,0,,
2573,FEP,0,,,0,,
2574,ZTO,0,,,0,,
2575,IFRX,0,,,0,,
2576,IGI,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
2577,DYN,4911,4911.0,ELECTRIC SERVICES,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
2578,RFIL,3678,3678.0,ELECTRONIC CONNECTORS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2579,SBSI,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2580,XHYT,0,,,0,,
2581,OWNS,0,,,0,,
2582,COW,0,,,0,,
2583,MSM,5084,5084.0,INDUSTRIAL MACHINERY AND EQUIPMENT,50,50.0,WHOLESALE TRADE - DURABLE GOODS
2584,LYB,2869,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2585,NEPT,1099,1099.0,"METAL ORES, NEC",10,10.0,METAL MINING
2586,AMTI,0,,,0,,
2587,RDW,0,,,0,,
2588,NSPR,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
2589,ARAY,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
2590,GREK,0,,,0,,
2591,NUVB,0,,,0,,
2592,LRMR,0,,,0,,
2593,FRHC,0,,,0,,
2594,THRM,3714,3714.0,MOTOR VEHICLE PARTS AND ACCESSORIES,37,37.0,TRANSPORTATION EQUIPMENT
2595,RDIV,0,,,0,,
2596,DNLI,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2597,NOTV,0,,,0,,
2598,VLNS,0,,,0,,
2599,MBRX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2600,BOTZ,0,,,0,,
2601,JDST,0,,,0,,
2602,IEO,0,,,0,,
2603,LCNB,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2604,AUMN,1081,1081.0,METAL MINING SERVICES,10,10.0,METAL MINING
2605,LVO,0,,,0,,
2606,DIN,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
2607,CAMP,4899,4899.0,"COMMUNICATION SERVICES, NEC",48,48.0,COMMUNICATIONS
2608,ARKO,0,,,0,,
2609,ASA,0,,,0,,
2610,SPEU,0,,,0,,
2611,GWAV,0,,,0,,
2612,DFAR,0,,,0,,
2613,ACDC,0,,,0,,
2614,BMRN,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
2615,ALLpH,0,,,0,,
2616,WSFS,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
2617,PSApQ,0,,,0,,
2618,SGLY,0,,,0,,
2619,GPRE,2869,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
2620,ENVX,0,,,0,,
2621,LFST,0,,,0,,
2622,ADD,0,,,0,,
2623,PTLC,0,,,0,,
2624,ETD,0,,,0,,
2625,YPF,0,,,0,,
2626,EXPD,4731,4731.0,FREIGHT TRANSPORTATION ARRANGEMENT,47,47.0,TRANSPORTATION SERVICES
2627,AVGO,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
2628,CMAX,0,,,0,,
